id,name,phone,email,city,address,lat,lng,is_verified,total_capacity,available_spots,waitlist_length_months,care_type_offered,educational_approach,price_month,next_opening,contact_method
9355bc3f-bcba-46c9-aee1-65bb554f4bcd,The Grove Childcare,(604) 420-5001,hello@thegrovechildcare.ca,Burnaby,"8525 GROVE DR FOREST, Burnaby, BC V5A 4H5, Canada",49.26488149999999,-122.9180421,True,18,0,7,"['Under 36 Months', 'School Age']",Reggio Emilia,1543,2026-03-27,phone_only
45249aef-0314-4bca-aa6c-e64284cf68ed,Cameron Children's Centre,(604) 420-1414,hello@cameronchildren'scentre.ca,Burnaby,"9838 Cameron St, Burnaby, BC V3J 0B4, Canada",49.25305059999999,-122.8944456,True,21,0,23,"['Under 36 Months', '30 Months to 5 Years']",Montessori,1340,2026-04-25,email_only
1dea6be3-2d64-4641-a419-258870aeeeac,Little Town Childcare Centre,(604) 729-6655,,Burnaby,"7480 Broadway, Burnaby, BC V5A 1S4, Canada",49.2610474,-122.9457468,True,38,0,23,"['Under 36 Months', 'School Age', 'Preschool']",Montessori,1266,2026-07-05,both
7cfea9bf-b23f-43d4-ad65-8cc0bca67af1,Village Day Care Society,(604) 421-3064,hello@villagedaycaresociety.ca,Burnaby,"3290 Ganymede Dr, Burnaby, BC V3J 0A4, Canada",49.2545987,-122.9072869,False,48,0,12,"['Preschool', 'Under 36 Months']",Reggio Emilia,1314,2026-05-03,email_only
3ce1d40f-6332-4a27-94b1-c65934f68c3e,Amy’s Family Daycare,(604) 715-5598,,Burnaby,"6088 Sperling Ave, Burnaby, BC V5E 2T9, Canada",49.2287116,-122.9643818,True,12,0,22,"['30 Months to 5 Years', 'Preschool', 'School Age']",Play-based,1494,2026-05-19,phone_only
b5323862-69a2-4290-b50c-a5c315050d57,Deer Lake Child Care,(604) 294-4988,,Burnaby,"5135 Sperling Ave, Burnaby, BC V5E 2T2, Canada",49.23829,-122.9651653,False,15,0,17,"['Preschool', '30 Months to 5 Years', 'Under 36 Months']",,1625,2026-07-05,phone_only
db64ea5f-1e63-4ff2-9195-d130b4abbca2,Morning Star Child Educare,(604) 817-0060,hello@morningstarchildeducare.ca,Burnaby,"Aldrin Pl, Burnaby, BC V5A 2N9, Canada",49.2720698,-122.9552237,True,45,0,6,['Preschool'],Play-based,1553,2026-06-20,email_only
db661631-aae8-4107-89b6-06ace15be6ee,Dharma Kids Centre: Burnaby Daycare & Preschool,(604) 420-2604,,Burnaby,"3821 Piper Ave, Burnaby, BC V5A 2C8, Canada",49.2496523,-122.9356792,True,40,1,0,['School Age'],Academic,1133,,both
ef55b4d3-1b98-40c8-b4ed-da81378c8a12,Burnaby Lake Childcare,(604) 728-0613,,Burnaby,"4578 Brentlawn Dr, Burnaby, BC V5C 3V1, Canada",49.2699477,-123.0004814,False,15,0,23,"['Under 36 Months', 'Preschool']",,1138,2026-06-27,both
df66e1bb-afac-4c4c-801e-a0a9d5c27b45,Three Bears Daycare,(604) 444-3302,,Burnaby,"9887 Cameron St, Burnaby, BC V3J 1M3, Canada",49.25362880000001,-122.8947654,False,26,0,7,"['School Age', '30 Months to 5 Years']",Montessori,1733,2026-06-13,phone_only
c02add3d-86f2-4d26-8160-072352b5586f,Burquitlam Child Care Centre Ltd,(604) 421-2919,hello@burquitlamchildcarecentreltd.ca,Burnaby,"9847 Lyndhurst St, Burnaby, BC V3J 1E9, Canada",49.2591823,-122.8953849,True,25,0,10,['30 Months to 5 Years'],Play-based,1567,2026-08-04,both
db71dd65-afca-4c08-97d8-05a6fd38f408,Creative Tots Montessori & Daycare,(236) 476-2268,,Burnaby,"3756 Burke St, Burnaby, BC V5H 1A2, Canada",49.2368404,-123.0216031,True,33,0,16,['Preschool'],Academic,1308,2026-05-21,phone_only
8da02e4b-0c37-458c-975a-d0c6bfc79da7,Puddle Splashers Childcare Society,(604) 291-2410,hello@puddlesplasherschildcaresociety.ca,Burnaby,"751 Hammarskjold Dr, Burnaby, BC V5B 4A1, Canada",49.2768989,-122.9722283,True,30,0,8,"['Preschool', '30 Months to 5 Years', 'Under 36 Months']",Academic,1645,2026-04-07,phone_only
d3a58411-5ac5-4a98-a0d7-07993bc58cda,Safe Garden multi-age licensed home daycare,(778) 858-9465,hello@safegardenmulti-agelicensedhomedaycare.ca,Burnaby,"606 Denton St, Coquitlam, BC V3J 3V8, Canada",49.2541187,-122.887583,False,42,0,11,['Preschool'],,1559,2026-07-21,email_only
afe90649-d5f3-43d1-ae70-c96fc637962b,Forest Grove Child Care Centre,(604) 421-7267,hello@forestgrovechildcarecentre.ca,Burnaby,"8650 Cinnamon Dr, Burnaby, BC V5A 4H7, Canada",49.2643176,-122.9145205,False,39,0,20,"['Preschool', '30 Months to 5 Years', 'Under 36 Months']",Montessori,1174,2026-05-08,email_only
b84e7f69-76d0-4267-9e07-339abfe303d4,Edmonds Childcare Centre,(778) 227-8930,hello@edmondschildcarecentre.ca,Burnaby,"7496 Edmonds St, Burnaby, BC V3N 1B2, Canada",49.2216567,-122.9450452,True,21,3,0,['30 Months to 5 Years'],Reggio Emilia,1205,,both
f21cd47b-c9cf-4380-bd90-fe4654ae9b61,KiddoCare Infant Toddler Centre,(604) 230-6148,hello@kiddocareinfanttoddlercentre.ca,Burnaby,"7595 10th Ave, Burnaby, BC V3N 2S1, Canada",49.2157954,-122.9339738,True,43,0,22,"['Preschool', 'School Age']",Montessori,1205,2026-07-20,both
31d73603-d30e-43ec-a035-8ca456786971,Discovery Child Care Centre,(778) 397-2892,hello@discoverychildcarecentre.ca,Burnaby,"7411 12th Ave, Burnaby, BC V3N 2K2, Canada",49.2151647,-122.9397745,True,48,0,13,['30 Months to 5 Years'],Academic,1779,2026-08-03,email_only
