id,name,phone,email,city,address,lat,lng,is_verified,total_capacity,available_spots,waitlist_length_months,care_type_offered,educational_approach,price_month,next_opening,contact_method
7fe077ab-9426-4037-9f21-9b2b6fe09e49,Little Oak Montessori,(778) 928-8635,hello@littleoakmontessori.ca,Vancouver,"708 W 62nd Ave, Vancouver, BC V5Z 3M4, Canada",49.21398740000001,-123.1209185,True,25,0,7,['School Age'],Academic,1513,2026-06-01,email_only
3afbcb39-eee6-466e-86ef-02e5b7352c76,Nana Licensed Daycare,(604) 367-5728,hello@nanalicenseddaycare.ca,Vancouver,"518 E 59th Ave, Vancouver, BC V5X 1Y3, Canada",49.2163506,-123.0938121,True,19,0,22,"['Preschool', 'School Age', '30 Months to 5 Years']",Montessori,1713,2026-07-05,email_only
a9f74c91-7a93-4504-bf35-6319f4824cc8,Little Town Childcare Centre,(604) 729-6655,hello@littletownchildcarecentre.ca,Vancouver,"7480 Broadway, Burnaby, BC V5A 1S4, Canada",49.2610474,-122.9457468,False,12,0,9,['30 Months to 5 Years'],Reggio Emilia,1437,2026-04-04,phone_only
bce597e5-6d1e-42d0-abdb-5a729dd0dea7,Fraser Montessori Children's House,(778) 996-0590,hello@frasermontessorichildren'shouse.ca,Vancouver,"Ebenezer Baptist Education Building, 6858 Fraser St, Vancouver, BC V5X 3V1, Canada",49.2222962,-123.0899342,True,22,0,8,['School Age'],Montessori,1214,2026-04-29,email_only
e3ac2600-a130-4103-84ed-0056c82c7cf5,Westcoast Child Care Resource Centre,(604) 709-5661,hello@westcoastchildcareresourcecentre.ca,Vancouver,"2772 E Broadway, Vancouver, BC V5M 1Y8, Canada",49.2615872,-123.0481226,False,21,3,0,"['Preschool', '30 Months to 5 Years', 'Under 36 Months']",Reggio Emilia,1626,,phone_only
e0f056e5-9868-41b7-8a98-992bb7f20f0e,Galaxy Daycare Centre,(604) 218-4961,hello@galaxydaycarecentre.ca,Vancouver,"8187 Woodlake Ct, Burnaby, BC V5A 3P3, Canada",49.25007799999999,-122.9266497,False,20,0,9,"['Under 36 Months', '30 Months to 5 Years', 'Preschool']",Reggio Emilia,1461,2026-06-17,email_only
ba225d4d-0463-44c5-bc1e-c6149b636e6e,Little Munchkin Daycare,(604) 655-1895,hello@littlemunchkindaycare.ca,Vancouver,"1068 W 29th Ave, Vancouver, BC V6H 2E3, Canada",49.2452078,-123.1288086,True,22,0,16,"['School Age', 'Under 36 Months', 'Preschool']",Reggio Emilia,1331,2026-07-04,both
3a79d3a4-30ce-4b01-b216-d3be895ec7bc,Little Munchkin Daycare,(604) 655-1895,hello@littlemunchkindaycare.ca,Vancouver,"1469 Balfour Ave, Vancouver, BC V6H 1X9, Canada",49.2522391,-123.1377363,True,38,0,11,"['Under 36 Months', '30 Months to 5 Years']",Montessori,1620,2026-06-16,both
28db8a2f-3b71-4505-bca6-6e5c0920ee67,MA Montessori Daycare & Preschool,(236) 986-9760,,Vancouver,"3078 Renfrew St, Vancouver, BC V5M 3M7, Canada",49.2566565,-123.0438073,True,38,0,22,['School Age'],Academic,1795,2026-08-16,email_only
35fad54c-0bb2-4ae5-9f3c-aa7dd60c966d,Learning Tree Day Care,(604) 874-4921,,Vancouver,"4103 Brant St, Vancouver, BC V5N 5B5, Canada",49.248659,-123.0582135,False,39,0,18,['Under 36 Months'],Play-based,1234,2026-07-25,both
0de4826f-d21b-4afc-a171-19550326a14f,YWCA Emma's Early Learning,(604) 879-1121,hello@ywcaemma'searlylearning.ca,Vancouver,"3839 Carolina St, Vancouver, BC V5V 0A3, Canada",49.2508391,-123.0924374,True,45,0,19,"['School Age', 'Under 36 Months', 'Preschool']",Academic,1211,2026-04-02,both
afdacd3f-fd32-4743-941b-8a29cbc6caf9,Mini Meadow Childcare,(604) 568-1111,hello@minimeadowchildcare.ca,Vancouver,"2773 E 46th Ave, Vancouver, BC V5R 3C4, Canada",49.22867549999999,-123.048705,False,42,2,0,"['30 Months to 5 Years', 'Preschool', 'School Age']",Montessori,1608,,email_only
6955e4e9-3756-48fa-a180-1cde6181f451,Harbour View Daycare Centre,(604) 254-5233,hello@harbourviewdaycarecentre.ca,Vancouver,"540 N Penticton St, Vancouver, BC V5K 3W9, Canada",49.2905408,-123.0516616,False,14,0,24,"['30 Months to 5 Years', 'School Age', 'Under 36 Months']",Montessori,1772,2026-06-02,phone_only
1ee96d00-8410-4575-85d0-668df703e280,Pebbles and Piaget Early Learning Kingsway,(604) 620-3121,hello@pebblesandpiagetearlylearningkingsway.ca,Vancouver,"3550 Kingsway, Vancouver, BC V5R 5X4, Canada",49.23190630000001,-123.0276714,True,24,0,8,"['School Age', 'Preschool']",Academic,1582,2026-06-13,both
3ca9b495-fee3-4f22-a447-52f1e1132480,First Ave Child Care,(778) 839-9999,hello@firstavechildcare.ca,Vancouver,"162 Walter Hardwick Ave, Vancouver, BC V5Y 0A7, Canada",49.2707047,-123.1081591,True,22,0,15,"['School Age', 'Preschool']",Reggio Emilia,1386,2026-07-11,email_only
5d571c33-9ca3-494a-924d-b2de501d97c8,Les Petits Artistes Montessori Centre,(604) 569-1206,hello@lespetitsartistesmontessoricentre.ca,Vancouver,"3146 Ash St, Vancouver, BC V5Z 3C9, Canada",49.2575807,-123.1173859,False,26,0,7,['Preschool'],Reggio Emilia,1140,2026-08-10,email_only
460aaa4b-55c0-4385-84cd-a04af0c70c8a,Appu Child Care- Vancouver Daycare,(604) 322-7433,hello@appuchildcare-vancouverdaycare.ca,Vancouver,"616 E 48th Ave, Vancouver, BC V5W 2E6, Canada",49.2263394,-123.0923268,True,19,0,20,"['School Age', 'Preschool', 'Under 36 Months']",Montessori,1684,2026-07-05,phone_only
ac293ca8-2311-40f5-be4d-22a732e994e8,Safe Garden multi-age licensed home daycare,(778) 858-9465,hello@safegardenmulti-agelicensedhomedaycare.ca,Vancouver,"606 Denton St, Coquitlam, BC V3J 3V8, Canada",49.2541187,-122.887583,True,32,0,20,['30 Months to 5 Years'],,1492,2026-08-11,phone_only
db2ddeb7-8818-45c4-b011-e35d5a48378e,Willowbrae Childcare Academy River District,(778) 379-9010,hello@willowbraechildcareacademyriverdistrict.ca,Vancouver,"8543 River District Crossing #200, Vancouver, BC V5S 0C8, Canada",49.206207,-123.0311988,True,38,0,17,"['School Age', 'Preschool']",Academic,1149,2026-06-25,phone_only
33fc18b8-d077-4ed3-bc3b-76178f1d1e48,KiddoCare Infant Toddler Centre,(604) 230-6148,,Vancouver,"7595 10th Ave, Burnaby, BC V3N 2S1, Canada",49.2157954,-122.9339738,True,43,0,23,"['School Age', 'Preschool']",Academic,1445,2026-04-18,both
