name,address,rating,total_reviews,phone,top_reviews,has_vacancies,under_36_months,months_30_to_5_years,grade_1_to_age_12,licensed_preschool
Jiji Children's Learning Centre,"1132 Sprice Ave, Coquitlam, BC V3J 2P4, Canada",3.9,14,(604) 936-6060,"My daughter attended Jiji’s Learning Centre from 11 months old until she started kindergarten, and it was truly the best experience we could have hoped for. Jiji is the heart of the centre—patient, caring, consistent, and genuinely loving toward every child.  Even after we moved to Surrey, we continued to bring our daughter to Jiji because we trusted her completely. That alone says everything about the level of comfort, stability, and care she provides.  Because Jiji is the only teacher, she really gets to know each child’s personality and needs. My daughter always felt safe, understood, and supported. Over the years, I watched her grow in confidence, independence, and curiosity thanks to Jiji’s gentle guidance and thoughtful learning activities.  As a parent, it meant everything to drop my child off knowing she was with someone who cared for her like family. We are incredibly grateful for the years of warmth, stability, and kindness Jiji gave our daughter during her most important early years.  Thank you, Jiji. You truly helped shape who she is today, and we will always be grateful. | My daughter was with Jiji for almost two years, starting from when she was just one, and I can truly say that we were incredibly blessed to have Jiji care for her during that time.  I always felt at ease knowing my daughter was in a safe, loving, and attentive environment. She has learned so much. She comes home singing songs from daycare day and night, and she’s become so independent with things like putting on her own clothes and shoes.  I’ve always appreciated Jiji’s structure, cleanliness, and the spacious backyard space she provides. There’s plenty of room for the children to play, explore, and learn about gardening, which my daughter absolutely loved. My daughter comes home with neat crafts and stuff grown from the garden.  Every single day we were greeted with warmth, positive energy, and a genuine smile. At pickup, Jiji would always take a moment to share how my daughter’s day went. She’s diligent about making sure the kids are dressed appropriately, whether it’s hats, sunscreen, or layers.  And she communicates clearly about what they’ll need. Her cleanliness and care for the children’s well-being are unmatched.  Jiji shares photos and videos regularly, which made me feel even more connected to my daughter’s day. She sets rules and boundaries that truly matter and enforces them with kindness and consistency.  Thank you, Jiji, for helping my daughter grow. We are so grateful for our time with you, and we would wholeheartedly recommend you to any family. | Childcare for parents is incredibly stressful and expensive.  Emotions can run very high. I hope this can bring a balanced perspective.  My son has been there for almost 2 years now.  He talks like a lot (it's cute but it's so much), so I know he always has a good day there. Every time we arrive its always with Jiji's warm smiles.  We get pictures and videos, he comes home with songs, food they grew, arts and crafts. We get end of day updates on him before we leave, she has taught the kids how to put on their own clothes, the kids are always so well behaved and smiley.  They go outside everyday to a big backyard with toys so they get lots of fresh air.  They plant a garden together.  And my son is  now doing potty training with her.  The facilities are very clean. And when my son goes through separation anxiety after every one of our vacations, she has been patient helping him reacclimate.  How does she seem to do this all?  Jiji is regimented, firm, but caring. She knows children do better on a routine.  This isn't a drop-in daycare. Everytime we have dropped by unannounced the children are so organized, calm, and smiley.  Kids are requested to be in by 9 so there are no interruptions with their daily activities.  She keeps on top of whether they are warm enough with their clothing and if they are hungry still after lunches.  She makes sure all children feel included in all activities.  She watches closely how older kids interact with younger ones and what is off limits with the babies (my son tells me that). She can sometimes have specific asks but it's usually for the child. At the end of the day when we go and pick up our son we see Jiji there gently interacting with the children, encouraging their curiosity.  Then she greets us with big smiles and laughs and tells us his day.  I know she genuinely cares for the children.  2 years in I would absolutely recommend Jiji to any parent who is looking for a warm care-giver who is invested in their child for the long term. | Our son has been enrolled with Jiji's Learning Centre for the past two years, and so-far our experience with her and her care centre has been great.  First, she has a wonderful facility - my wife and I had looked around at other home care facilities both for our son, and previously for our daughter when she was younger and few have come close to matching the environment created here. Her indoor space is calm, clean and organized with lots of activities, learning and play materials and stations. It really feels like an inviting play space for the kids. Her schedule keeps the children active a healthy with outdoor play in the backyard which is full of other play stations, cars, kitchen sets, a slide and a garden!  We love how much fun our son has exploring outdoors, picking fruits the summer, and when indoors, Jiji has the children often do seasonal crafts and creations that our son is always excited to bring home to show us.  We love that Jiji posts photos and videos of the kids enjoying circle time, sharing toys at weekly show-and-tells, singing songs and playing outside - it's really great to see the kids interacting and having fun together, and makes us feel connected and comfortable knowing they are engaged and happy.  I feel assured that Jiji always has the best interest of our son, and the other children there in mind. She's on top of their clothing and sunscreen, ensures children are always dry and warm in the cold or rainy weathers and bundles up the day's laundry for us in the afternoon to ensure the children always stay clean. She keeps them to a structured routine and practices sharing, skills and behaviours that have the children behave well and feel really well-adjusted. ( If you haven't seen 8 little kids sit calmly and patiently in a line to put on their shoes together...it's adorable ) She's very open with her communication to us as parents as well - recently for example, after a lengthy family vacation, our son was having trouble with separation anxiety. Jiji noticed this, reached out to us and worked with us to come up with a plan to make morning departures more fun and help acclimate him to the routines - with a secret hug, goofy smile and letting him bring something (book/shirt) to show Jiji and look forward to, rather than focus on the anxiety of leaving us. It was nice to have her care about our son and work with us to help him grow.  Overall, It's been wonderful to see him develop from a timid toddler, to an excited little boy - eager to greet Jiji with a new silly smile each morning, and depart with an energetic high five each afternoon. At the end of a long, stressful workday it's heart-warming to come pick him up and see him chatting or playing with his friends, or with Jiji ( since we're often the last ones there ), and have him light up with excitement, eager to talk about the bugs he saw outside, the food he got from the garden, the picture he made with Jiji or the other fun parts of his day with us.  We've been very happy with the Jiji Children's Learning Centre and would happily recommend her to other parents who are looking for a warm, welcoming care-giver with a clean, structured facility that helps develop and care for kids in a healthy and supportive manner.  -----  Note: I believe my wife has also posted a review here. It's probably more articulate and concise than mine, so have a read through that if you want her perspective - or if you've read this second and things sound familiar to another post. Regardless - we're very happy with Jiji and her centre, and her care. And so is our son. If you've read this far - I hope you have a good day too! Cheers! | My daughter has been with Jiji since she was 11 months old and is now almost 4.  Jiji Children's Learning Centre is a caring and loving environment. My daughter always tells Jiji that she loves her when I pick her up.  That let's me know what a kind hearted and caring person Jiji is.  Jiji is extremely organized and always keeps me informed about my daughter's behavior good and bad.  Jiji is not just my child's caregiver she is family.  I recommend Jiji Children's Learning Centre, if I could, I would give her 100 stars.",False,True,True,True,False
Children's Choice In Home Multi Age Licensed Daycare,"578 Thompson Ave, Coquitlam, BC V3J 3Z8, Canada",5.0,14,(778) 237-5312,"I am so extremely fortunate to be apart of this amazing daycare family.  The operator and staff are so loving, caring, and affectionate with all the kids. They are professional and compassionate in their approach and it has been such a pleasure in getting to know them on a personal level throughout the years.  Prior to joining Children’s Choice Daycare, I was a typical worried and anxious mom uncertain of what a new child care facility would bring upon us. After joining and being a part of Children’s Choice, I am ecstatic and so grateful with securing child care for both my kids, together, at one incredible home away from home.  My time with Children’s Choice, since September 2021, has been nothing but a positive and wonderful experience. I have ultimate trust in the operator and staff in caring for my kids. Furthermore, I feel at ease knowing that my two precious gems are in excellent hands treated with delicacy and care everyday.  Thank you Children’s Choice Daycare for continuing to do an amazing job! I highly recommend. | Our experience with this daycare has exceeded all expectations. We are so happy and fortunate to have found spots for our children under Adisa's care.  Adisa is very experienced, communicative, and genuinely cares about meeting the needs of each individual child. We are continuously impressed with the high standard of care offered, as well as the clean and welcoming atmosphere of the facility.  It has also been wonderful to join this friendly community of families. We look forward to being part of this daycare family for years to come! | My family was blessed to have found Children's Choice and Adisa! I am incredibly impressed with the level of care and love she provides. Adisa is highly trained and compassionate, ensuring each child feels welcomed and valued. The facilities are clean, well-maintained, and have age-appropriate toys and activities. The daily schedule includes a balance of playtime, educational activities, and quiet time, allowing for optimal learning and development. The communication between the daycare and parents is excellent, keeping us informed about our child's progress and any concerns. I highly recommend this daycare to anyone searching for a safe and nurturing environment for their child. Everyone in Children's Choice is part of our family! | My children attended Children's Choice daycare for close to 6 years combined between two of them. The care provided to them far exceeded my expectations. My children were always happy to go daycare as it left like their home away from home. The daycare operator is always kind and loving with the children. She was professional and reliable and always gave me a daily update on my child's day. She was very responsive and adjusting to our childrens' needs. Children are feed healthy snacks and have a huge backyard to play in daily. I'll always be grateful for the care my children received here. | Amazing daycare! Our son has been attending since 2019 and we feel so blessed to be a part of this daycare. The care providers are patient and kind and communicate very well. The facility is very clean and has a huge backyard where the kids play outside twice a day, our son loves being there. Highly recommend!",False,False,True,True,False
Little Sparrows Daycare,"1014 Quadling Ave, Coquitlam, BC V3K 2A6, Canada",5.0,4,(604) 603-1146,"Rosa was very kind, helpful attentive daycare provider. My kid loved going to the day care every day because Rosa was such a caring, lovely person. At the daycare , my son has learned the alphabets , numbers and slowly he started to read /spell simple words and that’s all due to Rosa effort and hard work. I highly recommend Little Sparrows day care. | Enrolling my child to Little Sparrows daycare was the best thing I have ever done for him. The teacher is extremely dedicated and loving with kids. It's impossible to find more passionate person for your child. Kids there were advanced at reading, match and general education. My kid always came home happy and he still talks about fun he had there, more then month after he started kindergarten.",True,False,True,True,False
Glowing Hearts Daycare,"705 Delestre Ave, Coquitlam, BC V3K 2G1, Canada",4.6,43,(604) 936-9890,"I have had a truly wonderful experience with this daycare and can confidently recommend it. The environment is incredibly safe, happy, and welcoming, and it’s very clear that the management and educators genuinely care about how the children feel. Every educator you see is constantly showing love, patience, and kindness to the children, which is truly heartwarming.  All of the educators are highly experienced, professional, and caring, and the daycare environment is always clean, organized, and friendly. What I really appreciate is how much they encourage independence and help build the children’s confidence from a young age.  The variety of creative and engaging programs they offer is amazing. There is always something new and exciting, which makes my daughter genuinely excited to go to daycare every day. She always looks forward to the new activities and experiences waiting for her there.  Lastly, I would like to sincerely thank the entire team, the dedicated educators, and the wonderful management for all that they do. | My twins, now 4 years old, have been attending Glowing Hearts since they were 2.5, and we feel so fortunate to be part of this daycare. We even bought a house this year so our children could continue coming here, which says a lot about how special this place is to our family.  The owner Shilpa, and the teachers, Marianne and Yukti, truly feel like extended family. My son, who doesn’t make friends easily and needs a little extra attention, is always met with love and patience by teacher Marianne, whom he absolutely adores. Their care and dedication are felt every single day, and our kids genuinely love going to daycare.  Glowing Hearts is truly one of the best daycares in Coquitlam, and we are deeply grateful to be part of this community. | I have seen this place running for years now and only have wonderful things to say about it. The daycare is well organized, clean, welcoming and provides the best care of kids outside of home. Highly recommended. The staff puts in lots of effort for all kids and makes each kid feel comfortable. | I’m so thankful for this daycare! When my son first started at age two, he couldn’t speak any English and cried a lot. The teachers and director were so patient and professional—they tried everything to help him adjust and learn. Over time, he improved so much and now speaks perfect English. The staff truly care about the children and work hard with them. I highly recommend this daycare to all parents! | I have had 2 kids attending her over the last 4 years.  They both loved it (we had so-so experiences at a previous daycare).  My kids have thrived here.  All the teachers are so loving and provide wonderful care.  They do fun activities with themes every week and set up fun holiday activities as well.  Even special mothers day parties (inviting all the moms!).  They come home with adorable art almost every day.  They also send lots of pictures which was very important for me.  We are so thankful we found glowing hearts.  Every single day when I pickup my daughter and ask how her day was, without fail she says ""it was amazing!"" or ""super amazing"".  She just graduated (going to K) and had her last day yesterday.  Today she woke up and said, I miss daycare already!",False,True,True,False,True
All my kids Ltd childcare,"1710 Harbour Dr, Coquitlam, BC V3J 5W2, Canada",5.0,14,(778) 835-6104,"Our little one attended All My Kids and we had such a wonderful experience! Ellie and the staff are incredibly kind, patient, and caring — you can really tell how much love they have for the kids they take care of. Our little guy absolutely adored everyone there and was always excited to go in the mornings. It gave us such peace of mind knowing he was so well looked after every day. The team went above and beyond to make sure he was happy, safe, and thriving. We couldn’t have asked for a better place for him to spend his days! | AMAZING DAYCARE!!! This is the BEST daycare ever and anyone would be so lucky to have their child go here! The staff that work at this daycare, Ellie, Sahar, and Arezu are the most loving, kind-hearted, patient, and understanding individuals who work closely with children and parents to ensure the child feels loved, safe, cared for, and happy. They go above and beyond and work so well as a team - my son has a special connection with each of them! As a first time mom who is new to the daycare world, returning to work after 15 months broke my heart. I was so worried about my baby boy going to daycare and I had no idea who to trust. As soon as we toured this daycare and my son met Ellie, we knew it was a VERY special place. Ellie is so experienced and knows how to connect with children from the moment she meets them! My son instantly loved playing with her. She is extremely kind, warm, and loving -- my husband and I also knew as soon as we met her that her daycare would be wonderful. During my son's gradual entry into daycare, Ellie went above and beyond by texting me videos and pictures of my son during the transition, so I always knew what was going on and that he was okay. This gave me piece of mind (she would frequently text me to update me) and I am forever grateful of the role she played in helping both myself and my son transition into our new routines. The staff all worked hard to help my son maintain his 2 hour daily nap and, in general, they are each amazing individuals who are super talented at what they do! I will always hold a special place in my heart for Ellie's daycare -- it means the world to me that I know my son is truly loved and cared for throughout the day. Thank you Ellie, Sahar, and Arezu, for the AMAZING work you do with children! Each day, my son absolutely loves going! It is also super SUPER clean, there is a large outdoor space with lots of toys for the kids, and the inside is also very spacious (there are rooms for napping, playing, and a kitchen!). The kids also do very engaging activities (sing songs, read books -- my son has learned so much!). I cannot stress enough how great this daycare is and how helpful it was to have Ellie help us every step of the way! | Our child loves going to All My Kids. He's often had so much fun that he's reluctant to leave. It's clear that Ellie, Sahar, and Arezou love the children very deeply, and have always been willing to work with us on a personalized care plan (eg: potty training). Would definitely recommend this daycare to others! | We have two children at All My Kids, and our experience has been wonderful. The staff are kind, caring, and attentive, which made it easy to feel comfortable leaving our children each day. The growth and new skills our kids bring home are truly amazing to see. We are so grateful for the exceptionally personalized care and would highly recommend this daycare to any family. | All My Kids is a great daycare! My son fell in love when he joined in at 15 months old, and runs in happy each day. The staff is truly loving, caring, and accommodating. I feel so grateful we found this one because as a parent I have never felt any worry.",False,False,True,False,True
Lavender Forest Child Care center,"979 Crystal Ct, Coquitlam, BC V3C 5X5, Canada",5.0,9,(778) 875-1551,"We couldn’t be happier with our son’s time at LAFO. We have always felt welcomed and confident that he was in a safe, nurturing, and supportive environment. The staff are incredibly kind, attentive, and truly care about the children as individuals. We will miss them greatly! | I highly recommend this daycare! The spacious outdoor playground and the clean, well-organized indoor environment make it a place where I can confidently entrust my child. They share daily photos and display the kids’ activities during drop-off and pick-up, so it's easy to see how much fun the children are having. It’s clear that the kids are happy and well cared for here. | LAFO has been such a blessing for our family. The teachers truly love and care for the children, and I feel so much peace leaving my child in their hands. The real-time updates through the app are also very reassuring and make me feel grateful every day. | My daughter was very well cared for at LAFO. The staff were kind, attentive, and genuinely invested in her well-being and development. I always felt confident that she was safe and supported, and she really enjoyed her time there. I’m grateful for the nurturing environment they provided. | Lavender Forest Daycare has been such a blessing for our family.  Erin and her staff have gone above and beyond to get to know my son and understand his unique personality. Since starting here, I’ve seen so much growth in my son. The activities are always engaging, creative, and thoughtfully planned to help children learn and explore in a fun way. I’m incredibly grateful for the dedication and love the staff pour into everything they do. It’s clear how much they care about the children, and that means the world to me. I would wholeheartedly recommend this daycare to any parent looking for a safe, supportive, and inspiring environment for their little one.",False,False,False,True,False
"1,2,3 ABC Infant Toddler","737 Poirier St, Coquitlam, BC V3J 6B8, Canada",4.9,15,(604) 931-7206,"We couldn’t be happier with our experience at 123abc! From the moment I met Alicia, Katrina, and Kristina, I felt completely reassured that my son would be in good hands. This was his first daycare experience, and I was quite nervous about leaving him in someone else's care, but they were incredibly patient and accommodating. They allowed him to settle in gradually at his own pace, with no pressure—just warmth, understanding and genuine care.  The space is always clean and well-maintained, and their covered outdoor play area is such a great feature! The kids get to enjoy outdoor play, rain or shine, without getting wet.  Alicia, Katrina, and Kristina go above and beyond to create a nurturing and supportive environment and it’s clear how much they truly care about the children. My son has grown so much since starting here and I’m so grateful for the love and attention he receives every day. I highly recommend 123abc to any parent looking for a safe, caring, and welcoming daycare! | My son has just aged out of 1,2,3 ABC Infant Toddler and I'm so sad for him to move on from this amazing experience. Alicia, Katrina and Christina were fantastic caregivers. They make both parents and their children feel safe and comfortable and always have fun activities, or new toys, songs, stories to share with the kids. What attracted me to this daycare was the amazing outdoor space! A lovely large backyard with lots of nice trees and shade, tons of good physical climbing toys and grassy play space. They have even added a good sized covered area with a rubber bottom allowing for more outside time even during wet Vancouver weather. We will miss everything about this daycare! | Both of my children attended 123 ABC Infant Toddler Daycare. The ladies are amazing and good at what they do. I felt safe sending my kids there. Alicia, Katrina and Kristina are good at relaying information to parents. They are attentive to all the kids. I would highly recommend this daycare to any parent. I’m sad my kids have outgrown the daycare. We will miss them immensely. | My daughter attended 1,2,3 ABC daycare for two years, and had a wonderful experience there. Katrina, Christina and Alicia took such great care of her and taught her so much! She learned how to share, help out, and use very polite language, such as ""What can I do for you?"" My daughter loved these teachers and talks about them all the time at home. They are very devoted to the children and communicate so well with parents too. | My little one is about to graduate from 123 ABC Daycare, and I’m having a hard time letting go! Alicia, Katrina, and Kristina are the most wonderful, loving and caring ladies you will ever meet. They give their all to the children, always looking out for them. They are great at communicating with parents, and it's amazing to see how much my child learns there every day. I feel so fortunate to have found them and for them to have accepted us with open arms. I will miss them so much!",False,False,True,False,True
Bunny's Daycare (Coquitlam),"1060 Rochester Ave, Coquitlam, BC V3K 2W9, Canada",5.0,4,(604) 377-1505,"Not a review really. Just as an fyi for folks that this daycare is closed as of April 16, 2025.",False,False,True,False,True
Happy Kids Castle Daycare,"605 Dansey Ave, Coquitlam, BC V3K 3E9, Canada",5.0,9,(672) 963-2024,"Happy Kids Castle is an excellent daycare! Meyoung and her team are fantastic, truly dedicated to the children, and they do a range of fun activities indoors and outdoors (such as music class). Although we switched daycare (only because we found a spot much closer to our house), we are very grateful for the care they provided to our daughter. | This was my daughter's first daycare at 11 months old and we are so lucky to have met Meyoung and her loving staff. They are very caring and attentive, often the first ones to notice her milestones and would give me daily updates.  I worried a lot about mealtime and naptime when enrolling my infant daughter but Meyoung and her team gave my daughter the support and comfort she needed to have a successful transition.  I also appreciate that they take the time to plan engaging activities for the kids at all different ages. I have seen tremendous growth in my daughter's development.  Although home based, the main activity area is on the ground level and very spacious and clean. The daycare hours are also very accommodating to working parents.  And most importantly, my daughter loves coming to daycare everyday. :) | I highly recommend Happy Kids Castle Daycare. The staff are incredibly warm, nurturing and attentive making it a safe and inviting environment for our son.  The daily program is well-rounded with engaging activities for learning and play including circle time, art, music, and outdoor time. The home is spacious, bright and clean with a large outdoor space. A bonus is the regular updates and photos of daily activities through facebook.  Happy Kids Castle has been a great choice us! | My son loved his time at Happy Kids Castle. Meyoung and the staff were all very engaging with him. The curriculum was varied and interesting, and I loved seeing the photo/video posts of their daily activities, in particular the music program where they would have a guest musician come and play for the kids. I would highly recommend entrusting your kids with this daycare. | Happy Kids Castle has been a wonderful place! My son loves the place. The staffs are warm and welcoming. He is lucky to have a Meyoung as his teacher!",False,False,False,True,False
Futurekids Daycare Centre,"600 Fairview St, Coquitlam, BC V3J 4A7, Canada",3.9,17,(604) 937-5212,"This daycare is dangerous. The owner did not provide my son with any  first aid after he hurt himself and had a gash on his head. She didn’t want to touch him “ in her words” there has been many occasions where my son has been hurt and nobody has told me!! This place needs to be SHUT DOWN!!!! This place is NOT SAFE FOR CHILDREN.  please look for a better place.   They hire people with little knowledge of ECE and people that don’t understand english. Protocols are not being followed !! | I’m so happy with the care and attention my child gets at Futurekids Daycare Centre. The staff are kind, professional, and really take the time to focus on each child’s needs. They’ve created such a warm and welcoming environment where kids feel safe and excited to learn. The activities are fun, well-planned, and perfect for their age. I’ve seen a big improvement in my child’s confidence and communication since they started here. I highly recommend Futurekids Daycare Centre to any parent looking for a caring and supportive place for their child. It’s been a great experience! | I had a very disappointing experience at Futurekids Daycare. The only strategy I observed was the 'Gummy Bear' approach, which seemed ineffective. Some teachers raised their voices at the children, and there was a noticeable lack of discipline. Unfortunately, bullying incidents were not properly mediated by the staff. Additionally, the cleanliness of the facilities was subpar, with dirty kitchen sinks and washrooms."" | My son has been attending Futurekids daycare for 2.5 years. I always feel secure in knowing that he in capable hands. The staff are very friendly and communicative. They provide lots of fun time and learning activities every day. They teach responsibility and respect towards one another. A nice air conditioned environment with a wonderful park for daily play just outside the door. At the end of each year, the kids take home a binder full of photos and learning activities so that you can see what they have been up to all year.  You couldn't ask for anything more for your youngster. Now my son is moving onto the next phase of his life. Kindergarten! I am confident that he is well prepared for his new adventure thanks to Futurekids daycare! | We are so happy we sent our daughter to Future Kids. The staff there are genuinely loving and caring, so we felt safe leaving our daughter with them. If she was ever struggling socially with the other kids, we approached the staff and talked to them about it and they always took steps to ensure the situation was dealt with and that our daughter felt good going there. She spent about a year and a half at Future Kids before starting kindergarten and in that time learned a lot, including how to write the alphabet, her name, etc. I would highly recommend Future Kids to anyone looking for a safe, loving and educational environment.",True,True,False,False,False
Glen Childcare Centre,"2977 Glen Dr, Coquitlam, BC V3B 2P7, Canada",4.8,68,(604) 618-8303,"I’m extremely happy with Glen Childcare Centre! The teachers are incredibly caring, attentive, and truly love the children. The educational program is well-structured and full of engaging activities that keep the kids excited to learn every day.  My daughter has grown so much since joining — not only academically, but also socially and emotionally. I’m especially impressed with how quickly she started speaking English with confidence.  Highly recommend this place to any parent looking for a warm, supportive, and effective early-learning environment! | Glen Daycare is a very professional institution that my children like it very much. My eldest child completed her three to five-year-old course here. Although day care is to take care of children, Glen Daycare is much more than that. My child has learned a lot of knowledge here. For example, this month, there will be a teaching theme in the form of storytelling, designing geography, the stars, plants, and even some tours of surrounding institutions, such as fire stations, libraries, shopping malls, and supermarkets. What makes me more relieved is that my child likes every teacher here very much, yes, every one of them. Her liking is not only expressed in language, but I also observe that their body language expresses trust and liking. From a psychological perspective, this cannot be taught, especially for such a young child. I will see my child hugging and holding hands with the teacher when sending her to school, and often sticking to the teacher during class time. This is why I feel more at ease to let her go to school here. I also want my second and even third children to continue to let them complete their day care studies here. I hope Glen Day Care will do better and better and provide better day care education for the community. | We are very happy with Glen Childcare and would recommend it to every family that are looking for positive safe environment for kids to grow and learn. My daughter enjoyed going to the daycare every morning and was looking forward to all the interesting activities. Teachers are always so creative and prepare tons of fun and educational things to do. I also like that there are traditional yearly field trips - like Pumpkin patch or salmon hatchery - which make great memories! Glen Childcare centre has very kind and caring educators and a professional manager who is always easy to reach and communicate with. | I transferred my 3 years old daughter to Glen from other daycare because glen let kids to learn from community and social activities. their programs have so many topics that belong to daily life, or what happened in our society, in the world. Kids like my daughter then believe she know everything😅 and obviously talk to me more. She graduated this June, and really enjoy daycare life in the past 2years. Of course teachers in the Glen are amazing, they are professional, patient, humour and responsible to every kid. | Absolutely thrilled with our experience at Glen Childcare centre! Our son has flourished since he started at age 3. He adores his teachers and often begs to stay longer because he's having so much fun. The interactive curriculum and exciting field trips keep him engaged and excited to learn. But what truly sets this daycare apart is the love and kindness they show to every child. It's truly unexplainable and heartwarming. We couldn't be happier with our choice and highly recommend Glen childcare centre to any parent looking for top-notch care for their child!",False,True,True,True,False
Bright Beginnings Infant/Child Care,"1393 Austin Ave, Coquitlam, BC V3K 3P6, Canada",4.5,23,(604) 613-1022,"My daughter just transitioned to another daycare because she’s almost 3, but before that, she attended BB, and I would recommend this place with my eyes closed!  Suzie is incredible knowledgeable about children and has built an amazing team around her. This is one of those places where you feel your child will not only learn but also be truly loved and cared for.  My daughter started here when she was only 9 months old, and thanks to the team’s kindness and patience, she adapted so quickly. Now that we’re going through the transition to a new daycare, I realize how high the bar has been set. The first few days were tough, and we even reached out to Suzie for advice- she was so responsive and supportive, even though we were no longer at BB!  I’m so grateful that this was my daughter’s first daycare experience. It gave us such a peace of mind, and truly couldn’t trust another place more. | I had been searching for quality childcare for a long time. Since I was pregnant, I had been on several waitlists, but as a parent of twins, I struggled to find suitable care.  I connected with Suzie through a Facebook group last summer, and she had two spots available. The twins adapted quickly and enjoyed going to daycare. They learned their favorite songs, spent time outdoors, played with toys, and engaged in crafts. Their language skills developed significantly during this time. We attended full-time for seven months, and overall, the daycare experience was positive.  However, about once a month, I would receive a phone call or notification reporting that the children had a fever, a rash, a runny nose, or red spots.  In April 2025, I questioned Suzie about this, as neither of my children was exhibiting any symptoms. Despite this, she insisted that they be picked up, and her response was angry and frustrated. Within 24 hours, we received notice of our termination. According to her policy, she was supposed to provide one month's notice, leaving us scrambling to find alternative childcare.  If you are a parent seeking childcare in the Tri-Cities area, I recommend looking elsewhere to avoid potential headaches. Unfortunately, Suzie has allowed her personal issues to impact her business.  Her business has a D+ rating on the Better Business Bureau, and Fraser Health also has an open file regarding her daycare.  If you are a parent I would seek legal advice before proceeding to review her contract details. | Our twins have been attending Bright Beginnings for almost a year now, and we couldn’t be more grateful. After a previous daycare experience that didn’t go well, we were terrified to try again. But Suzie went above and beyond as she accommodated an extended gradual entry and cared for our children so thoughtfully that they adjusted within just two weeks.  Their illness policy has always been more than fair, and we truly appreciate how communicative and caring they are. It’s clear that they always put the child’s well-being first, exactly what every parent hopes for in a daycare. | Both my kids attend(ed) bright beginnings. The staff are outstanding: attentive, super caring, and positive. Both my kids loved it here and I have never needed to worry about their safety or wellbeing. Suzie was also amazingly supportive of me when I was a new parent. I’ve lost count of the long conversations we’ve had where she patiently listened and guided me. Will be forever grateful. | Our twin boys attended this daycare for one year from the time they were 2 to 3. Upon meeting with Suzie for the first time I knew I wanted the boys to go to Bright Beginnings because of her warm and gentle demeanour. The kids are turning 4 next month and still talk about all the fun they had at Suzie’s daycare!  They were sick a lot from the time they were 2-3 (as kids usually are, then double it with twins). However, Suzie always followed the policies that were highlighted in the handbook provided.  Suzie is a very kind individual and I highly recommend choosing Bright Beginnings for your childcare!",True,False,True,False,False
Lil' Grownups Daycare,"947 Blue Mountain St, Coquitlam, BC V3J 4S9, Canada",5.0,1,(778) 960-8652,,True,False,True,False,True
