id,name,phone,email,city,address,lat,lng,is_verified,total_capacity,available_spots,waitlist_length_months,care_type_offered,educational_approach,price_month,next_opening,contact_method,google_map_review,user_ratings_total
c879e6bb-8c8d-5d37-bbb8-7012a89f4ce9,Little Moon Childcare Centre,(604) 227-4166,hello@littlemoonchildcarecentre.ca,RICHMOND,"3871 Number 3 Rd, Richmond, BC V6X 2B8, Canada",49.18553,-123.1362638,True,21,0,7,['Under 36 Months'],Montessori,1345,2026-08-16,both,4.6,10
08aff1cf-7830-5cad-84c1-e0c5ffa2b2bb,FAMC Early Education,(604) 304-6150,hello@famcearlyeducation.ca,RICHMOND,"6488 Garden City Rd, Richmond, BC V6Y 4M2, Canada",49.1662844,-123.1242896,False,38,2,0,"['30 Months to 5 Years', 'School Age', 'Preschool']",Montessori,1338,,phone_only,4.1,99
c98d1e40-6913-5cf4-af84-a2d95560f55b,Little Steps Childcare Centre Daycare,(778) 233-2368,hello@littlestepschildcarecentredaycare.ca,RICHMOND,"4160 Williams Rd, Richmond, BC V7E 1J8, Canada",49.1408424,-123.1791652,True,42,0,20,"['School Age', 'Preschool', 'Under 36 Months']",Reggio Emilia,1608,2026-07-08,phone_only,5.0,20
1a34cbcb-8c18-5959-8b91-15a4369fc64b,Sandcastle Park Children's Centre,(604) 274-8380,hello@sandcastleparkchildren'scentre.ca,RICHMOND,"3060 Chatham St #8, Richmond, BC V7E 6L9, Canada",49.1260663,-123.191615,False,44,0,19,"['School Age', 'Preschool', '30 Months to 5 Years']",Reggio Emilia,1729,2026-04-27,phone_only,4.6,19
a5018ed0-510d-5499-85ea-306f8f7b8dd4,Crystal Star Infant/Toddler Daycare,(604) 276-9816,hello@crystalstarinfant/toddlerdaycare.ca,RICHMOND,"10631 Gilmore Crescent, Richmond, BC V6X 1X3, Canada",49.1961825,-123.1048412,False,29,0,13,"['30 Months to 5 Years', 'Preschool', 'School Age']",Montessori,1295,2026-03-31,email_only,4.8,21
61ea94c9-28c6-553d-bd52-1c1bc3b730af,With Our Own Two Hands Early Learning Centre,(604) 274-5277,hello@withourowntwohandsearlylearningcentre.ca,RICHMOND,"3531 Bayview St #110, Richmond, BC V7E 5W3, Canada",49.1245686,-123.1855603,True,28,0,21,['School Age'],Montessori,1228,2026-05-15,both,4.9,38
5b99ec5b-8109-5fed-a78e-67ab969dd2c4,Little Forest Childcare – Richmond Daycare,(604) 726-0301,hello@littleforestchildcare–richmonddaycare.ca,RICHMOND,"12151 Shell Rd, Richmond, BC V7A 3W9, Canada",49.1256268,-123.1036652,False,13,2,0,"['School Age', 'Under 36 Months', '30 Months to 5 Years']",Montessori,1757,,both,5.0,1
64c88e28-807f-5126-8ce5-2764c3c5b740,Renaissance Kids Daycare & Preschool Richmond,(604) 241-0826,,RICHMOND,"#1, 12491 No 2 Rd, Richmond, BC V7E 2G1, Canada",49.12259539999999,-123.1592681,False,19,0,23,"['Preschool', '30 Months to 5 Years', 'School Age']",Academic,1741,2026-06-15,both,5.0,17
36a428a6-08e0-5374-8568-e828ae3289d3,Urban Richmond Academy,(604) 800-7751,hello@urbanrichmondacademy.ca,RICHMOND,"Number 3 Rd #4328 Richmond, BC V6X 3L7, Canada",49.1821219,-123.1362021,True,15,0,22,['Preschool'],Montessori,1500,2026-04-23,phone_only,5.0,15
ccda13a3-2604-5669-aa2a-7b211219ac41,Star Academy Of Montessori Childcare,(778) 228-1233,hello@staracademyofmontessorichildcare.ca,RICHMOND,"13780 Westminster Hwy, Richmond, BC V6V 1A2, Canada",49.1696369,-123.0697753,False,37,0,22,['Under 36 Months'],Academic,1307,2026-05-27,both,5.0,33
44e6b0ae-85ff-56e0-becb-ca4d86a7ef93,IMAGO DEI Child Care,(778) 855-2273,hello@imagodeichildcare.ca,RICHMOND,"11571 Daniels Rd, Richmond, BC V6X 1M7, Canada",49.1886966,-123.0935911,False,34,0,21,['Preschool'],,1538,2026-05-20,email_only,5.0,27
e058a9eb-f341-532a-9661-09e1d5c5ca86,Stars of Tomorrow Early Learning,(604) 370-1221,hello@starsoftomorrowearlylearning.ca,RICHMOND,"12191 First Ave, Richmond, BC V7E 3M3, Canada",49.12476410000001,-123.1831201,True,22,0,17,"['Preschool', 'Under 36 Months', 'School Age']",Montessori,1501,2026-08-04,email_only,4.6,10
0dfd289b-34cc-59b4-8686-1f555a15c13b,Rise and Shine Montessori,(604) 275-7655,,RICHMOND,"3440 Moresby Dr, Richmond, BC V7C 4G5, Canada",49.16071849999999,-123.187182,True,24,0,23,"['Under 36 Months', 'Preschool']",Academic,1743,2026-08-06,both,5.0,35
a263f706-3772-5c7e-b48b-ed4ad5039284,Raindrop Child Care Centre,(778) 990-5338,hello@raindropchildcarecentre.ca,RICHMOND,"6211 Martyniuk Pl, Richmond, BC V7E 6K1, Canada",49.14767699999999,-123.1557559,True,28,0,9,['Under 36 Months'],Montessori,1333,2026-08-11,email_only,4.7,14
37d5a031-aa9f-5f71-8149-df351dd70dbb,Little Cactus Central Daycare,(604) 780-6018,hello@littlecactuscentraldaycare.ca,RICHMOND,"6580 Bouchard Ct, Richmond, BC V7C 5H4, Canada",49.1672089,-123.1599538,True,17,0,19,"['30 Months to 5 Years', 'Preschool']",Montessori,1693,2026-06-20,email_only,4.9,30
f1913c6a-e222-5dec-9822-e5b28a6dd367,Little Friends Child Care Center,(604) 277-9411,hello@littlefriendschildcarecenter.ca,RICHMOND,"11051 No. 3 Rd, Richmond, BC V7A 1X3, Canada",49.1334009,-123.1368278,True,15,0,13,"['30 Months to 5 Years', 'Preschool']",,1669,2026-07-25,email_only,4.6,12
