id,name,phone,email,city,address,lat,lng,is_verified,total_capacity,available_spots,waitlist_length_months,care_type_offered,educational_approach,price_month,next_opening,contact_method,google_map_review,user_ratings_total
ebc5b96e-073b-5752-acc2-094aa48ecebb,Willowbrae Childcare Academy Guildford,(778) 368-1042,hello@willowbraechildcareacademyguildford.ca,SURREY,"15679 104 Ave #201, Surrey, BC V4N 2H4, Canada",49.19257,-122.78793,False,28,0,14,"['30 Months to 5 Years', 'Preschool', 'School Age']",Montessori,1262,2026-06-17,both,4.8,122
04ee2ba1-de20-59f7-86a4-1a7846a5cf6f,Little Critters Childcare Center,(604) 839-6037,,SURREY,"7298 141a St, Surrey, BC V3W 5L7, Canada",49.1354627,-122.8299901,True,45,0,10,['Preschool'],Reggio Emilia,1416,2026-08-05,both,5.0,64
18d9674d-f3c6-58d6-beb3-ec1147382b63,Little Koala Montessori Academy Surrey,(604) 951-4008,hello@littlekoalamontessoriacademysurrey.ca,SURREY,"14947 108 Ave, Surrey, BC V3R 1W3, Canada",49.1989887,-122.8077702,True,14,0,23,['Preschool'],,1629,2026-05-04,both,4.3,48
e4e61963-b358-58d3-bbb3-731760625a18,Bagicha Daycare,(778) 917-4998,hello@bagichadaycare.ca,SURREY,"12544 113 Ave, Surrey, BC V3V 7S8, Canada",49.2078383,-122.8747453,False,41,0,20,"['School Age', 'Preschool']",,1285,2026-07-31,both,5.0,17
d4d7b8a6-4ad6-5c65-8c63-a0ad810a9c5e,Giggles and Dimples Daycare,(604) 561-0409,,SURREY,"5973 150 St, Surrey, BC V3S 3T3, Canada",49.11111409999999,-122.8069011,False,32,0,6,"['30 Months to 5 Years', 'Preschool', 'Under 36 Months']",Play-based,1313,2026-05-05,phone_only,5.0,50
0f29177f-fb2d-5044-a742-fbb19c40e3f0,Happy Minds Daycare,(778) 387-6249,hello@happymindsdaycare.ca,SURREY,"15035 Spenser Dr, Surrey, BC V3S 5Z6, Canada",49.1576575,-122.8060541,False,20,0,17,"['School Age', 'Preschool']",Play-based,1429,2026-06-27,phone_only,5.0,11
ff31a9b5-6ed8-51a9-ba02-c6f2f671fc2f,Bolivar Heights Early Learning Centre,(604) 619-7507,hello@bolivarheightsearlylearningcentre.ca,SURREY,"11286 Roxburgh Rd, Surrey, BC V3R 9J3, Canada",49.2073252,-122.8138878,True,27,1,0,['30 Months to 5 Years'],Montessori,1589,,phone_only,4.8,16
ac2103b3-6f4a-5d91-9c42-bf8c9f155187,Kids & Company Surrey Professional Centre,(778) 293-1004,,SURREY,"13737 96 Ave Unit 303, Surrey, BC V3V 0C6, Canada",49.1771995,-122.8430951,True,15,3,0,"['30 Months to 5 Years', 'Under 36 Months', 'School Age']",Reggio Emilia,1384,,both,4.4,23
df3512da-dd6a-59e2-9e4a-eb0b435bf8a9,ABC Kids World learning Centre,(604) 897-6655,hello@abckidsworldlearningcentre.ca,SURREY,"13648 Grosvenor Rd, Surrey, BC V3R 5C9, Canada",49.1996425,-122.844018,False,27,3,0,"['Preschool', 'School Age']",Montessori,1417,,phone_only,5.0,2
7cb164fd-faf1-5d01-b05b-ee4dd1478696,Goodwin Academy Infant and Toddler Centre,(604) 585-2374,hello@goodwinacademyinfantandtoddlercentre.ca,SURREY,"13640 Grosvenor Rd, Surrey, BC V3R 5C9, Canada",49.19949930000001,-122.844257,False,31,3,0,['30 Months to 5 Years'],Reggio Emilia,1514,,both,5.0,7
3f88b462-cacc-5a31-96fc-2695d58adf32,The Little Birds Infant & Toddler Center,(778) 394-3210,,SURREY,"14750 108 Ave, Surrey, BC V3R 1V8, Canada",49.198427,-122.8136753,False,48,3,0,"['School Age', 'Preschool', '30 Months to 5 Years']",,1391,,both,5.0,14
2566796e-0198-5bf7-b542-c0c98a16759d,Goodwin Academy Early Learning Centre,(604) 583-3414,hello@goodwinacademyearlylearningcentre.ca,SURREY,"13642 Grosvenor Rd, Surrey, BC V3R 5C9, Canada",49.199535,-122.8441868,False,19,0,7,"['30 Months to 5 Years', 'School Age', 'Preschool']",Montessori,1726,2026-03-31,both,5.0,5
